,HTAG,Date,WHH,FTHG,WHA,IWA,LBD,AwayTeam,IWD,HTHG,WHD,FTR,FTAG,Div,IWH,HTR,LBH,LBA,HomeTeam,SeasonDate
591,1,13/02/10,1.83,2,4,3.9,3.3,Ath Bilbao,3.3,2,3.4,H,1,SP1,1.9,H,1.8,3.75,Villarreal,2009
592,0,13/02/10,10,0,1.25,1.27,5.5,Real Madrid,5.2,0,5,A,3,SP1,10,D,9,1.2,Xerez,2009
593,1,14/02/10,5,2,1.6,1.7,3.5,Barcelona,3.5,2,3.75,H,1,SP1,4.9,H,4.5,1.62,Ath Madrid,2009
594,0,14/02/10,2.3,2,3,2.95,3,La Coruna,3.1,1,3.1,H,0,SP1,2.4,H,2.2,3,Espanol,2009
595,0,14/02/10,1.7,2,5,4.9,3.3,Almeria,3.5,0,3.3,D,2,SP1,1.7,D,1.67,4.5,Getafe,2009
596,2,14/02/10,1.95,0,3.75,3.6,3.2,Malaga,3.15,0,3.2,A,3,SP1,2.05,A,2,3.2,Santander,2009
597,0,14/02/10,1.61,1,5,5.6,3.5,Osasuna,3.6,1,3.6,H,0,SP1,1.6,H,1.57,5,Sevilla,2009
598,1,14/02/10,2.2,1,3.1,3.35,3.2,Zaragoza,3.3,1,3.2,D,1,SP1,2.1,D,2.2,2.8,Valladolid,2009
599,0,15/02/10,2.4,1,2.8,2.7,3.2,Mallorca,3.2,1,3.1,H,0,SP1,2.5,H,2.38,2.6,Tenerife,2009
600,0,20/02/10,1.14,4,12,13,5.5,Santander,5.7,3,7,H,0,SP1,1.2,H,1.17,12,Barcelona,2009
601,1,20/02/10,1.45,2,7,7,3.5,Xerez,4,2,3.75,H,1,SP1,1.45,H,1.5,6,La Coruna,2009
602,1,20/02/10,2.3,1,2.8,2.55,3.2,Sevilla,3.3,1,3.25,A,3,SP1,2.55,D,2.5,2.5,Mallorca,2009
603,0,21/02/10,2.75,1,2.35,2.4,3.2,Ath Madrid,3.3,0,3.2,H,0,SP1,2.8,D,2.75,2.25,Almeria,2009
604,0,21/02/10,1.62,4,5,5.3,3.5,Tenerife,3.5,2,3.5,H,1,SP1,1.65,H,1.62,4.5,Ath Bilbao,2009
605,1,21/02/10,2.1,2,3.2,3.6,3.2,Espanol,3.3,1,3.2,H,1,SP1,2,D,2.1,3,Malaga,2009
606,0,21/02/10,1.73,1,4.5,4.3,3.2,Valladolid,3.4,0,3.3,D,1,SP1,1.8,D,1.8,4,Osasuna,2009
607,1,21/02/10,1.3,6,7.5,10,4.33,Villarreal,5.2,2,5,H,2,SP1,1.27,H,1.3,8,Real Madrid,2009
608,1,21/02/10,1.83,1,3.8,4,3.3,Sp Gijon,3.4,0,3.4,A,3,SP1,1.85,A,1.8,3.75,Zaragoza,2009
609,0,22/02/10,1.53,2,6,6,3.6,Getafe,3.7,1,3.5,H,1,SP1,1.55,H,1.5,5.5,Valencia,2009
610,0,27/02/10,1.14,2,21,14,6,Malaga,6.5,0,6,H,1,SP1,1.17,D,1.12,15,Barcelona,2009
611,2,27/02/10,1.83,0,4,3.7,3.4,Zaragoza,3.4,0,3.3,A,2,SP1,1.9,A,1.67,4.33,Getafe,2009
612,2,27/02/10,11,1,1.28,1.3,4.5,Real Madrid,5,0,4.5,A,5,SP1,9,A,8,1.29,Tenerife,2009
613,1,28/02/10,2.5,4,2.7,2.85,3.2,Valencia,3.3,1,3.1,H,1,SP1,2.35,D,2.25,2.75,Ath Madrid,2009
614,1,28/02/10,2.1,0,3.3,3.4,3.2,Almeria,3.25,0,3.2,A,2,SP1,2.1,A,2.1,3,Santander,2009
615,0,28/02/10,1.65,0,5,5.4,3.5,Ath Bilbao,3.7,0,3.5,D,0,SP1,1.6,D,1.62,4.5,Sevilla,2009
616,1,28/02/10,2.4,3,2.8,3.1,3.2,Osasuna,3.3,1,3.1,H,2,SP1,2.2,D,2.2,2.8,Sp Gijon,2009
617,0,28/02/10,2.25,1,3,2.85,3.2,Mallorca,3.2,0,3.2,A,2,SP1,2.45,D,2.25,2.75,Valladolid,2009
618,0,28/02/10,1.95,1,3.6,3.9,3.2,La Coruna,3.3,1,3.3,H,0,SP1,1.9,H,1.91,3.5,Villarreal,2009
619,1,28/02/10,2.8,1,2.4,2.45,3.2,Espanol,3.2,0,3.1,D,1,SP1,2.8,A,2.75,2.25,Xerez,2009
620,1,06/03/10,10,2,1.25,1.3,4.5,Barcelona,4.8,1,5,D,2,SP1,9.5,D,10,1.25,Almeria,2009
621,1,06/03/10,1.67,3,4.8,5.6,3.5,Tenerife,3.6,1,3.5,H,1,SP1,1.6,D,1.57,5,La Coruna,2009
622,1,06/03/10,1.36,3,7,7.5,4,Sevilla,4.3,0,4.5,H,2,SP1,1.4,A,1.36,7,Real Madrid,2009
623,0,07/03/10,1.7,2,4.8,4.9,3.5,Valladolid,3.5,2,3.4,H,0,SP1,1.7,H,1.62,4.5,Ath Bilbao,2009
624,0,07/03/10,2.4,0,2.75,2.8,3.2,Villarreal,3.3,0,3.2,D,0,SP1,2.4,D,2.38,2.6,Espanol,2009
625,1,07/03/10,1.57,2,5.5,5.6,3.5,Xerez,3.6,1,3.6,A,4,SP1,1.6,D,1.57,5,Malaga,2009
626,0,07/03/10,1.73,3,4.5,4.9,3.3,Sp Gijon,3.5,1,3.4,H,0,SP1,1.7,H,1.67,4.5,Mallorca,2009
627,0,07/03/10,2.2,0,3,3.35,3.2,Getafe,3.3,0,3.25,D,0,SP1,2.1,D,2.1,3,Osasuna,2009
628,0,07/03/10,2.5,1,2.62,2.75,3.2,Ath Madrid,3.4,1,3.2,D,1,SP1,2.4,H,2.5,2.5,Zaragoza,2009
629,0,08/03/10,1.57,0,5.5,6.5,3.75,Santander,3.9,0,3.6,D,0,SP1,1.5,D,1.44,6,Valencia,2009
630,0,13/03/10,2.05,3,3.3,3.25,3.2,Mallorca,3.25,1,3.25,H,0,SP1,2.15,H,2.1,3,Getafe,2009
631,1,13/03/10,1.62,1,5,5.3,3.25,La Coruna,3.5,1,3.6,D,1,SP1,1.65,D,1.62,5,Sevilla,2009
632,0,13/03/10,2.38,0,2.8,2.8,3.2,Ath Bilbao,3.2,0,3.2,D,0,SP1,2.45,D,2.38,2.6,Sp Gijon,2009
633,0,14/03/10,2,1,3.5,3.4,3.2,Malaga,3.25,0,3.25,H,0,SP1,2.1,D,2,3.2,Almeria,2009
634,0,14/03/10,1.4,3,6.5,7,4,Valencia,4.5,0,4.33,H,0,SP1,1.4,D,1.33,8,Barcelona,2009
635,0,14/03/10,2.15,0,3.1,3.5,3.2,Zaragoza,3.3,0,3.25,D,0,SP1,2.1,D,2.1,3,Santander,2009
636,0,14/03/10,2.2,4,3,3,3.2,Espanol,3.2,1,3.25,H,1,SP1,2.3,H,2.25,2.75,Tenerife,2009
637,2,14/03/10,9.5,1,1.25,1.27,5,Real Madrid,5,0,5.25,A,4,SP1,10,A,8,1.25,Valladolid,2009
638,0,14/03/10,1.33,2,8.5,7,4,Xerez,4.5,1,4.5,H,0,SP1,1.4,H,1.33,8,Villarreal,2009
639,0,15/03/10,1.7,1,4.5,4.7,3.5,Osasuna,3.6,0,3.5,H,0,SP1,1.7,D,1.62,4.5,Ath Madrid,2009
640,1,20/03/10,2,2,3.6,3.6,3.2,Getafe,3.3,1,3.2,D,2,SP1,2,D,1.91,3.5,Ath Bilbao,2009
641,0,20/03/10,3.1,2,2.2,2.2,3.2,Sevilla,3.2,1,3.1,H,0,SP1,3.2,H,2.8,2.2,Espanol,2009
642,1,20/03/10,1.6,0,5.5,5.6,3.5,Valladolid,3.6,0,3.5,A,2,SP1,1.6,A,1.57,5,La Coruna,2009
643,0,20/03/10,1.12,3,17,15,6.5,Sp Gijon,6.5,0,7,H,1,SP1,1.15,D,1.12,13,Real Madrid,2009
644,0,20/03/10,2.3,2,2.8,2.9,3.2,Tenerife,3.3,2,3.3,H,1,SP1,2.3,H,2.25,2.75,Xerez,2009
645,0,21/03/10,2.6,2,2.5,2.6,3.25,Villarreal,3.2,0,3.25,H,0,SP1,2.6,D,2.5,2.4,Malaga,2009
646,1,21/03/10,2,4,3.6,3.2,3.2,Ath Madrid,3.2,2,3.2,H,1,SP1,2.2,H,2.1,3,Mallorca,2009
647,1,21/03/10,1.91,1,3.8,3.6,3.2,Santander,3.3,1,3.2,A,3,SP1,2,D,1.91,3.5,Osasuna,2009
648,0,21/03/10,1.53,2,6,5.6,3.5,Almeria,3.6,0,3.6,H,0,SP1,1.6,D,1.62,4.5,Valencia,2009
649,1,21/03/10,9,2,1.3,1.33,4.5,Barcelona,4.8,0,4.75,A,4,SP1,8,A,8,1.29,Zaragoza,2009
650,0,23/03/10,1.25,1,9.5,10,5,Xerez,5.5,0,5.25,D,1,SP1,1.25,D,1.22,10,Sevilla,2009
651,0,23/03/10,2.5,2,2.6,2.65,3.2,La Coruna,3.3,1,3.2,H,1,SP1,2.5,H,2.38,2.6,Sp Gijon,2009
652,0,24/03/10,2.1,1,3.3,3.1,3.25,Zaragoza,3.3,0,3.2,H,0,SP1,2.2,D,1.91,3.4,Almeria,2009
653,0,24/03/10,1.1,2,19,13,6.5,Osasuna,7,0,7.5,H,0,SP1,1.15,D,1.12,13,Barcelona,2009
654,0,24/03/10,2.5,0,2.6,2.8,3.2,Mallorca,3.3,0,3.2,D,0,SP1,2.4,D,2.25,2.75,Santander,2009
655,1,24/03/10,2.62,2,2.5,2.4,3.25,Villarreal,3.3,0,3.2,D,2,SP1,2.8,A,2.5,2.4,Tenerife,2009
656,0,24/03/10,1.44,1,7,6.5,3.75,Malaga,3.9,1,3.8,H,0,SP1,1.5,H,1.44,6,Valencia,2009
657,0,24/03/10,2.15,0,3.2,3.35,3.2,Espanol,3.3,0,3.2,D,0,SP1,2.1,D,2.2,2.8,Valladolid,2009
658,0,25/03/10,1.91,2,4,3.8,3.3,Ath Bilbao,3.5,0,3.4,H,0,SP1,1.85,D,1.8,3.75,Ath Madrid,2009
659,4,25/03/10,7.5,2,1.36,1.4,4,Real Madrid,4.5,1,5,A,4,SP1,7,A,6.5,1.4,Getafe,2009
660,0,27/03/10,1.91,1,3.75,4,3.3,Tenerife,3.4,0,3.25,D,1,SP1,1.85,D,1.8,3.75,Malaga,2009
661,0,27/03/10,7,0,1.4,1.5,4,Barcelona,4,0,4.2,A,1,SP1,6.2,D,6.5,1.4,Mallorca,2009
662,0,27/03/10,3,3,2.2,2.2,3.2,Valencia,3.3,1,3.25,H,0,SP1,3.1,H,2.8,2.2,Zaragoza,2009
663,0,28/03/10,1.95,0,3.6,3.9,3.3,Sp Gijon,3.3,0,3.25,D,0,SP1,1.9,D,1.83,3.6,Espanol,2009
664,2,28/03/10,2.05,1,3.3,3.6,3.2,Getafe,3.3,0,3.25,A,3,SP1,2,A,2,3.2,La Coruna,2009
665,0,28/03/10,2.2,1,3,3.4,3.2,Almeria,3.25,1,3.25,H,0,SP1,2.1,H,2.1,3,Osasuna,2009
666,1,28/03/10,1.29,3,9.5,9.5,4,Ath Madrid,4.8,0,4.8,H,2,SP1,1.3,A,1.33,8,Real Madrid,2009
667,0,28/03/10,2.2,3,3,2.9,3.2,Sevilla,3.3,2,3.25,H,0,SP1,2.3,H,2.25,2.75,Villarreal,2009
668,0,28/03/10,2.5,3,2.6,2.95,3.2,Valladolid,3.1,2,3.2,H,0,SP1,2.4,H,2.38,2.6,Xerez,2009
669,1,29/03/10,1.83,4,4,4,3.2,Santander,3.4,2,3.3,H,3,SP1,1.85,H,1.83,3.75,Ath Bilbao,2009
670,0,03/04/10,1.17,4,15,13,5.5,Ath Bilbao,6.5,2,6,H,1,SP1,1.17,H,1.17,12,Barcelona,2009
671,0,03/04/10,1.36,3,7.5,7.5,3.75,Tenerife,4.3,2,4.33,H,0,SP1,1.4,H,1.44,6,Sevilla,2009
672,0,03/04/10,1.8,2,4,4,3.3,Malaga,3.4,1,3.4,H,0,SP1,1.85,H,1.8,3.75,Zaragoza,2009
673,0,04/04/10,2.4,1,2.75,2.9,3.2,Mallorca,3.1,1,3.2,D,1,SP1,2.45,H,2.38,2.6,Almeria,2009
674,0,04/04/10,1.75,3,4.2,4.3,3.3,La Coruna,3.4,1,3.5,H,0,SP1,1.8,H,1.8,3.75,Ath Madrid,2009
675,0,04/04/10,1.75,1,4.33,4,3.3,Espanol,3.4,1,3.4,D,1,SP1,1.85,H,1.8,3.75,Getafe,2009
676,1,04/04/10,9,0,1.29,1.33,5,Real Madrid,4.6,0,4.8,A,2,SP1,9,A,8,1.25,Santander,2009
677,0,04/04/10,1.7,2,4.5,4.3,3.3,Xerez,3.4,1,3.5,D,2,SP1,1.8,H,1.67,4.5,Sp Gijon,2009
678,0,04/04/10,1.5,3,6,6,3.5,Osasuna,3.7,0,3.8,H,0,SP1,1.55,D,1.57,5,Valencia,2009
679,1,04/04/10,2.88,0,2.3,2.4,3.2,Villarreal,3.2,0,3.2,A,2,SP1,2.85,A,2.6,2.38,Valladolid,2009
680,0,10/04/10,3,1,2.2,2.2,3.2,Sevilla,3.3,1,3.25,A,2,SP1,3.1,H,3,2.1,Malaga,2009
681,1,10/04/10,2.5,0,2.7,2.65,3.2,Barcelona,3.5,0,3.4,A,2,SP1,2.4,A,2.25,2.75,Real Madrid,2009
682,0,10/04/10,1.95,0,3.6,3.6,3.2,Valladolid,3.3,0,3.25,D,0,SP1,2,D,1.91,3.5,Tenerife,2009
683,0,10/04/10,1.5,1,6.2,7,3.5,Sp Gijon,4,1,3.75,H,0,SP1,1.45,H,1.5,6,Villarreal,2009
684,0,10/04/10,2.7,0,2.4,2.4,3.25,Getafe,3.3,0,3.25,A,1,SP1,2.8,D,2.5,2.4,Xerez,2009
685,0,11/04/10,1.75,4,4.33,4.6,3.3,Almeria,3.5,2,3.4,H,1,SP1,1.75,H,1.67,4.5,Ath Bilbao,2009
686,0,11/04/10,2.5,3,2.6,2.6,3.2,Ath Madrid,3.2,0,3.2,H,0,SP1,2.6,D,2.38,2.6,Espanol,2009
687,0,11/04/10,2,1,3.5,3.6,3.2,Santander,3.3,1,3.25,D,1,SP1,2,H,1.83,3.75,La Coruna,2009
688,0,11/04/10,2.3,3,2.8,2.75,3.2,Valencia,3.3,2,3.3,H,2,SP1,2.45,H,2.25,2.75,Mallorca,2009
689,0,11/04/10,2.2,2,3,3.4,3.2,Zaragoza,3.25,1,3.25,H,0,SP1,2.1,H,2.1,3,Osasuna,2009
690,0,13/04/10,2.25,3,2.7,2.9,3.2,Villarreal,3.3,0,3.25,H,0,SP1,2.3,D,2.25,2.75,Getafe,2009
691,0,13/04/10,1.91,0,4.2,3.7,3.4,Tenerife,3.4,0,3.3,A,2,SP1,1.9,D,1.73,4,Sp Gijon,2009
692,0,13/04/10,3.25,2,1.95,2,3.3,Sevilla,3.3,1,3.3,H,1,SP1,3.6,H,3.6,1.83,Valladolid,2009
693,1,14/04/10,1.36,1,7,7,4,Xerez,4,1,4,A,2,SP1,1.45,D,1.36,7,Ath Madrid,2009
694,0,14/04/10,1.12,3,15,15,6,La Coruna,6.5,1,6,H,0,SP1,1.15,H,1.12,15,Barcelona,2009
695,1,14/04/10,1.83,2,3.6,3.6,3.3,Malaga,3.3,1,3.3,D,2,SP1,2,D,1.83,3.6,Osasuna,2009
696,1,14/04/10,2.15,3,2.88,3.4,3.2,Espanol,3.25,1,3.25,H,1,SP1,2.1,D,2.1,3,Santander,2009
697,1,14/04/10,2.15,1,2.88,2.8,3.2,Mallorca,3.4,1,3.25,D,1,SP1,2.3,D,2.25,2.75,Zaragoza,2009
698,1,15/04/10,8.5,1,1.25,1.35,4.5,Real Madrid,5,1,4.8,A,2,SP1,7,D,8,1.29,Almeria,2009
699,0,15/04/10,1.53,2,5,6,3.5,Ath Bilbao,3.7,1,3.6,H,0,SP1,1.55,H,1.62,4.5,Valencia,2009
700,0,17/04/10,8,0,1.33,1.35,4,Barcelona,4.5,0,4.5,D,0,SP1,7.3,D,8,1.33,Espanol,2009
701,0,17/04/10,1.36,3,8,7.3,3.75,Sp Gijon,4.5,1,4.2,H,0,SP1,1.35,H,1.4,7,Sevilla,2009
702,0,17/04/10,1.83,2,3.8,4.3,3.3,Ath Madrid,3.4,2,3.5,H,1,SP1,1.75,H,1.8,3.75,Villarreal,2009
703,0,18/04/10,1.75,0,4.33,4.3,3.5,Zaragoza,3.4,0,3.4,D,0,SP1,1.75,D,1.62,4.5,Ath Bilbao,2009
704,0,18/04/10,1.91,0,3.75,3.7,3.2,Almeria,3.3,0,3.3,D,0,SP1,1.9,D,1.8,4,La Coruna,2009
705,0,18/04/10,1.91,0,3.75,3.3,3.2,Valladolid,3.3,0,3.3,D,0,SP1,2,D,1.91,3.5,Malaga,2009
706,0,18/04/10,1.36,2,7,7.3,4,Valencia,4.5,1,4.5,H,0,SP1,1.35,H,1.36,7,Real Madrid,2009
707,1,18/04/10,2.3,3,2.9,2.9,3.25,Getafe,3.2,1,3.2,H,2,SP1,2.25,D,2.4,2.5,Tenerife,2009
708,1,18/04/10,2.38,2,2.8,2.75,3.2,Santander,3.3,1,3.2,D,2,SP1,2.3,D,2.38,2.6,Xerez,2009
709,0,19/04/10,1.57,2,5.5,5,3.5,Osasuna,3.6,1,3.6,H,0,SP1,1.6,H,1.5,6,Mallorca,2009
710,1,24/04/10,1.08,3,21,15,8,Xerez,7.3,2,8.5,H,1,SP1,1.1,H,1.07,15,Barcelona,2009
711,0,24/04/10,1.36,1,7.5,6.5,3.6,La Coruna,3.9,1,4.33,H,0,SP1,1.45,H,1.44,6.5,Valencia,2009
712,0,24/04/10,9.5,1,1.25,1.33,4.5,Real Madrid,4.6,0,5.25,A,2,SP1,7.8,D,8,1.29,Zaragoza,2009
713,0,25/04/10,2.25,0,3.2,3.5,3,Espanol,2.9,0,3,A,1,SP1,2.1,D,2.2,3,Almeria,2009
714,0,25/04/10,1.7,3,4.5,4.2,3.5,Tenerife,3.6,2,3.5,H,1,SP1,1.7,H,1.62,4.5,Ath Madrid,2009
715,2,25/04/10,2.7,4,2.4,2.3,3.2,Sevilla,3.3,1,3.25,H,3,SP1,2.7,A,2.5,2.5,Getafe,2009
716,0,25/04/10,1.4,1,7,5.5,4.2,Malaga,3.9,0,4.2,D,1,SP1,1.5,D,1.4,6,Mallorca,2009
717,0,25/04/10,2.88,1,2.3,2.4,3.2,Villarreal,3.3,1,3.25,A,2,SP1,2.6,H,2.6,2.38,Santander,2009
718,0,25/04/10,2.3,0,2.9,3.1,3.2,Valladolid,3.3,0,3.2,A,2,SP1,2.1,D,2.1,3,Sp Gijon,2009
719,0,26/04/10,2.5,0,2.7,2.9,3,Ath Bilbao,3.1,0,3.1,D,0,SP1,2.3,D,2.38,2.75,Osasuna,2009
720,0,01/05/10,2.75,0,2.38,2.5,3.2,Valencia,3.1,0,3.25,A,2,SP1,2.65,D,2.75,2.25,Espanol,2009
721,0,01/05/10,2.4,0,2.7,2.7,3.2,Zaragoza,3.3,0,3.25,A,1,SP1,2.3,D,2.25,2.75,La Coruna,2009
722,1,01/05/10,1.83,1,4,3.8,3.3,Sp Gijon,3.4,0,3.3,D,1,SP1,1.85,A,1.8,3.75,Malaga,2009
723,0,01/05/10,2.1,2,3.25,3.3,3.2,Santander,3.3,1,3.25,H,1,SP1,2,H,2,3.2,Tenerife,2009
724,0,01/05/10,2.4,0,2.75,2.7,3.2,Getafe,3.3,0,3.2,D,0,SP1,2.3,D,2.38,2.6,Valladolid,2009
725,3,01/05/10,5.5,1,1.5,1.55,3.6,Barcelona,3.7,0,4,A,4,SP1,5.4,A,5.5,1.5,Villarreal,2009
726,1,01/05/10,2.4,2,2.75,2.7,3.2,Almeria,3.3,1,3.2,H,1,SP1,2.3,D,2.25,2.75,Xerez,2009
727,1,02/05/10,1.95,1,3.6,3.25,3.25,Mallorca,3.25,1,3.3,A,3,SP1,2.05,D,1.91,3.4,Ath Bilbao,2009
728,2,02/05/10,1.11,3,17,14,6,Osasuna,7,2,7.5,H,2,SP1,1.12,D,1.12,15,Real Madrid,2009
729,1,02/05/10,1.36,3,6.5,7,4,Ath Madrid,4.1,3,4.8,H,1,SP1,1.4,H,1.4,6,Sevilla,2009
730,0,04/05/10,3.2,4,2.25,2.2,3.4,Villarreal,3.3,3,3.3,H,2,SP1,2.9,H,3.1,2.25,Almeria,2009
731,1,04/05/10,1.06,4,26,20,11,Tenerife,7.5,1,12,H,1,SP1,1.07,D,1.07,23,Barcelona,2009
732,1,04/05/10,1.57,1,6,5,4,Sp Gijon,3.6,0,3.75,D,1,SP1,1.6,A,1.53,6,Getafe,2009
733,1,04/05/10,1.25,3,10,12,6,Xerez,5.5,1,6,H,1,SP1,1.2,D,1.22,12,Valencia,2009
734,1,05/05/10,1.8,1,4.5,4,3.5,Malaga,3.4,1,3.5,D,1,SP1,1.8,D,1.73,4.5,Ath Bilbao,2009
735,0,05/05/10,2.1,3,3.5,3.3,3.5,Valladolid,3.3,1,3.3,H,1,SP1,2,H,1.91,3.75,Ath Madrid,2009
736,1,05/05/10,5.5,1,1.53,1.55,3.75,Real Madrid,3.9,1,4.33,A,4,SP1,5,D,5.5,1.62,Mallorca,2009
737,1,05/05/10,1.7,3,5.25,4.6,3.75,La Coruna,3.5,3,3.5,H,1,SP1,1.65,H,1.73,4.5,Osasuna,2009
738,2,05/05/10,3.25,1,2.15,2.2,3.5,Sevilla,3.3,0,3.4,A,5,SP1,2.9,A,3,2.2,Santander,2009
739,0,05/05/10,1.73,1,4.8,4,3.5,Espanol,3.4,0,3.6,H,0,SP1,1.8,D,1.8,4.5,Zaragoza,2009
740,1,08/05/10,2,2,3.1,3.8,3,Osasuna,3.2,0,3.3,H,1,SP1,1.9,A,2,3.5,Espanol,2009
741,0,08/05/10,1.67,2,4.2,4.3,3.2,Malaga,3.4,1,3.5,H,1,SP1,1.75,H,1.73,4.33,Getafe,2009
742,0,08/05/10,3.1,1,1.95,1.9,3.2,Mallorca,3.5,0,3.4,H,0,SP1,3.4,D,3.2,2,La Coruna,2009
743,1,08/05/10,1.14,5,12,14,7,Ath Bilbao,7,1,6,H,1,SP1,1.12,D,1.1,15,Real Madrid,2009
744,2,08/05/10,5.5,2,1.44,1.5,4,Barcelona,4,0,4,A,3,SP1,5.3,A,5,1.5,Sevilla,2009
745,0,08/05/10,1.67,1,4,5,3.6,Ath Madrid,4,0,3.6,D,1,SP1,1.5,D,1.67,4,Sp Gijon,2009
746,1,08/05/10,1.67,2,3.8,4.4,3.5,Almeria,3.5,1,3.75,D,2,SP1,1.7,D,1.62,4.5,Tenerife,2009
747,1,08/05/10,2,2,3.2,3.3,3.25,Santander,3.3,0,3.2,H,1,SP1,2,A,1.91,3.4,Valladolid,2009
748,0,08/05/10,1.73,2,4,5,3.4,Valencia,3.6,2,3.8,H,0,SP1,1.6,H,1.8,3.6,Villarreal,2009
749,0,08/05/10,2.75,3,2.3,2.3,3.3,Zaragoza,3.2,1,3.1,H,2,SP1,2.8,H,2.5,2.38,Xerez,2009
750,1,15/05/10,6.5,2,1.44,1.4,4.33,Sevilla,4.1,1,4.5,A,3,SP1,7,D,5.5,1.4,Almeria,2009
751,0,15/05/10,1.73,2,4.5,4,3.2,La Coruna,3.4,1,3.75,H,0,SP1,1.8,H,1.73,4.33,Ath Bilbao,2009
752,1,15/05/10,4.5,0,1.6,1.65,3.6,Getafe,3.5,0,4.5,A,3,SP1,4.6,A,4,1.67,Ath Madrid,2009
753,0,15/05/10,1.25,2,10,8,5,Espanol,5,1,6,H,0,SP1,1.3,H,1.25,8,Mallorca,2009
754,1,15/05/10,3.6,3,1.91,1.85,3.4,Villarreal,3.5,3,3.75,D,3,SP1,3.6,H,3.6,1.8,Zaragoza,2009
755,0,16/05/10,1.05,4,26,20,9,Valladolid,10,2,13,H,0,SP1,1.05,H,1.04,21,Barcelona,2009
756,0,16/05/10,10,1,1.25,1.3,5.5,Real Madrid,6,1,6,D,1,SP1,6,H,9,1.2,Malaga,2009
757,0,16/05/10,2.3,1,2.9,2.5,3.25,Xerez,3.3,0,3.5,D,1,SP1,2.5,D,2.2,2.75,Osasuna,2009
758,0,16/05/10,1.29,2,10,10,4.5,Sp Gijon,5,1,5.5,H,0,SP1,1.25,H,1.29,8,Santander,2009
759,0,16/05/10,2.25,1,2.9,3,3.4,Tenerife,3.4,0,3.6,H,0,SP1,2.1,D,2.1,2.8,Valencia,2009
760,0,25/08/01,2.75,1,2.3,2.4,,Real Madrid,2.9,1,3.1,H,0,SP1,2.4,H,,,Valencia,2001
761,0,26/08/01,1.3,4,8.5,6.2,4.5,Valladolid,3.8,1,4.2,H,0,SP1,1.35,H,1.25,10,La Coruna,2001
762,1,26/08/01,1.83,2,3.5,3.4,3.4,Zaragoza,2.9,1,3.4,H,1,SP1,1.85,D,1.73,4,Espanol,2001
763,1,26/08/01,1.8,3,3.6,3.8,3.2,Betis,3.1,1,3.4,H,2,SP1,1.7,D,1.8,4,Malaga,2001
764,1,26/08/01,1.44,0,7,5,3.4,Las Palmas,3.5,0,3.5,A,3,SP1,1.45,A,1.5,6,Mallorca,2001
765,1,26/08/01,,0,,2.4,3.2,Celta,2.9,0,,A,3,SP1,2.4,A,2.6,2.37,Osasuna,2001
766,1,26/08/01,2.2,1,2.8,2.9,3.2,Ath Bilbao,2.9,1,3.2,A,3,SP1,2.1,D,2.1,3,Sociedad,2001
767,2,26/08/01,2.25,1,2.75,2.9,3.25,Villarreal,2.9,1,3.2,A,2,SP1,2.1,A,2.2,2.75,Vallecano,2001
768,1,26/08/01,3.75,1,1.83,1.9,3.25,Barcelona,2.9,0,3.2,A,2,SP1,3.2,A,3.4,1.91,Sevilla,2001
769,1,26/08/01,2.25,0,2.75,2.9,3.25,Alaves,2.9,0,3.2,A,2,SP1,2.1,A,2.4,2.5,Tenerife,2001
770,0,08/09/01,2,0,3.2,3.2,3.2,Mallorca,2.9,0,3.2,A,1,SP1,1.9,D,2.1,3,Ath Bilbao,2001
771,0,08/09/01,2.8,0,2.3,2.4,3,La Coruna,2.9,0,3,A,1,SP1,2.4,D,3,2.2,Las Palmas,2001
772,0,08/09/01,1.25,1,10,8,4,Malaga,4.3,1,4.5,D,1,SP1,1.25,H,1.3,9,Real Madrid,2001
773,0,08/09/01,,3,,4.5,3.4,Osasuna,3.3,1,,H,0,SP1,1.55,H,1.5,6,Villarreal,2001
774,0,09/09/01,1.8,2,3.75,3.5,3.2,Sociedad,3,1,3.3,H,0,SP1,1.8,H,1.73,4.33,Alaves,2001
775,0,09/09/01,1.28,1,8,9,4.5,Vallecano,4.7,0,4.5,D,1,SP1,1.2,D,1.25,10,Barcelona,2001
776,0,09/09/01,2.2,2,3,3,3.2,Espanol,2.9,2,3,H,0,SP1,2,H,2.37,2.6,Betis,2001
777,0,09/09/01,1.36,3,8,5.5,3.75,Tenerife,3.6,2,3.75,H,0,SP1,1.4,H,1.36,8,Celta,2001
778,0,09/09/01,2.8,1,2.25,2.4,3.2,Valencia,2.9,1,3.1,D,1,SP1,2.4,H,2.8,2.2,Valladolid,2001
779,0,09/09/01,1.61,1,5,3.6,3.2,Sevilla,3.1,0,3.3,D,1,SP1,1.75,D,1.73,4.33,Zaragoza,2001
780,1,15/09/01,3.4,3,1.9,2,3.2,Real Madrid,2.9,1,3.25,H,1,SP1,3,D,4,1.8,Betis,2001
781,1,15/09/01,1.36,1,8,5,4,Ath Bilbao,3.5,0,3.75,A,2,SP1,1.45,A,1.3,9,La Coruna,2001
782,0,15/09/01,1.72,0,4.33,3.4,3.2,Alaves,2.9,0,3.2,D,0,SP1,1.85,D,1.8,4,Mallorca,2001
783,0,15/09/01,,0,,1.75,3.25,Barcelona,3.1,0,,D,0,SP1,3.6,D,4.5,1.67,Osasuna,2001
